,fips,state_name,latitude,longtitude,hq_address,hospital_name,hospital_type,hq_city,hq_state
750,12057,Florida,28.002690400000063,-82.574123,6001 Webb Rd,Tampa Community Hospital (FKA Town & Country Hospital),Short Term Acute Care Hospital,Tampa,FL
751,12057,Florida,27.713689200000037,-82.36528219999997,4016 Sun City Center Blvd,South Bay Hospital,Short Term Acute Care Hospital,Sun City Center,FL
752,12057,Florida,28.06564620000006,-82.42120809999994,12902 USF Magnolia Dr,Moffitt Cancer Center (AKA H Lee Moffitt Cancer Center & Research Institute),Short Term Acute Care Hospital,Tampa,FL
753,12057,Florida,28.06369150000006,-82.42865,13000 Bruce B Downs Blvd,James A Haley Veterans Hospital,VA Hospital,Tampa,FL
754,12059,Florida,30.760816,-85.683262,2600 Hospital Dr,Doctors Memorial Hospital,Critical Access Hospital,Bonifay,FL
755,12061,Florida,27.658355700000072,-80.39376429999999,1000 36th St,Cleveland Clinic Indian River Hospital (FKA Indian River Medical Center),Short Term Acute Care Hospital,Vero Beach,FL
756,12061,Florida,27.843529700000037,-80.48887529999996,13695 Us Highway 1,Sebastian River Medical Center,Short Term Acute Care Hospital,Sebastian,FL
757,12063,Florida,30.786751,-85.241891,4250 Hospital Dr,Jackson Hospital,Short Term Acute Care Hospital,Marianna,FL
758,12119,Florida,28.950209,-81.95826519999997,1451 El Camino Real,UF Health the Villages Hospital (FKA the Villages Regional Hospital),Short Term Acute Care Hospital,The Villages,FL
759,12069,Florida,28.80809480000005,-81.86831849999999,600 E Dixie Ave,UF Health Leesburg Hospital (FKA Leesburg Regional Medical Center),Short Term Acute Care Hospital,Leesburg,FL
760,12069,Florida,28.823794,-81.714703,1000 Waterman Way,AdventHealth Waterman (FKA Florida Hospital Waterman),Short Term Acute Care Hospital,Tavares,FL
761,12069,Florida,28.55218750000006,-81.72143259999996,1900 Don Wickham Dr,Orlando Health South Lake Hospital,Short Term Acute Care Hospital,Clermont,FL
762,12071,Florida,26.615871600000048,-81.65948279999998,1500 Lee Blvd,Lehigh Regional Medical Center,Short Term Acute Care Hospital,Lehigh Acres,FL
763,12071,Florida,26.628409300000044,-81.87408049999993,2776 Cleveland Ave,Lee Memorial Hospital,Short Term Acute Care Hospital,Fort Myers,FL
764,12071,Florida,26.5441,-81.8504,13681 Doctors Way,Gulf Coast Medical Center,Short Term Acute Care Hospital,Fort Myers,FL
765,12071,Florida,26.639437900000075,-81.943245,636 Del Prado Blvd,Cape Coral Hospital,Short Term Acute Care Hospital,Cape Coral,FL
766,12073,Florida,30.475990700000068,-84.231996,2626 Capital Medical Blvd,Capital Regional Medical Center,Short Term Acute Care Hospital,Tallahassee,FL
767,12073,Florida,30.45648740000007,-84.26162549999998,1300 Miccosukee Rd,Tallahassee Memorial HealthCare,Short Term Acute Care Hospital,Tallahassee,FL
768,12081,Florida,27.482857300000035,-82.62386529999998,2020 59th St W,Blake Medical Center,Short Term Acute Care Hospital,Bradenton,FL
769,12081,Florida,27.497326800000053,-82.562227,206 2nd St E,Manatee Memorial Hospital,Short Term Acute Care Hospital,Bradenton,FL
770,12081,Florida,27.390913,-82.435731,8330 Lakewood Ranch Blvd,Lakewood Ranch Medical Center,Short Term Acute Care Hospital,Bradenton,FL
771,12083,Florida,29.17517870000006,-82.13890009999994,1500 Sw 1st Ave,AdventHealth Ocala (FKA Munroe Regional Medical Center),Short Term Acute Care Hospital,Ocala,FL
772,12083,Florida,29.17550410000007,-82.13685229999999,1431 SW 1st Ave,Ocala Regional Medical Center,Short Term Acute Care Hospital,Ocala,FL
773,12085,Florida,27.19897080000004,-80.24354709999994,200 Se Hospital Ave,Cleveland Clinic Martin North Hospital (FKA Martin Medical Center),Short Term Acute Care Hospital,Stuart,FL
774,12086,Florida,25.812958300000048,-80.14140039999995,4300 Alton Rd,Mount Sinai Medical Center (FL),Short Term Acute Care Hospital,Miami Beach,FL
775,12086,Florida,25.8675,-80.3125,1475 W 49th Pl,Larkin Community Hospital - Palm Springs Campus (FKA Palm Springs General Hospital),Short Term Acute Care Hospital,Hialeah,FL
776,12086,Florida,25.860064,-80.214148,1100 Nw 95th St,North Shore Medical Center,Short Term Acute Care Hospital,Miami,FL
777,12086,Florida,25.792369800000078,-80.21322089999995,1611 Nw 12th Ave,Jackson Memorial Hospital,Short Term Acute Care Hospital,Miami,FL
778,12086,Florida,25.68314890000005,-80.34041449999995,8900 N Kendall Dr,Baptist Hospital,Short Term Acute Care Hospital,Miami,FL
779,12086,Florida,25.84568270000005,-80.26845889999998,651 E 25th St,Hialeah Hospital,Short Term Acute Care Hospital,Hialeah,FL
780,12086,Florida,25.78838370000005,-80.21448469999996,1475 Nw 12th Ave,Sylvester Comprehensive Cancer Center,Short Term Acute Care Hospital,Miami,FL
781,12086,Florida,25.73093460000007,-80.38614029999997,11750 SW 40th St,Kendall Regional Medical Center,Short Term Acute Care Hospital,Miami,FL
782,12086,Florida,25.705539200000032,-80.29314749999998,7031 Sw 62nd Ave,Larkin Community Hospital - South Miami Campus,Short Term Acute Care Hospital,South Miami,FL
783,12086,Florida,25.74342060000004,-80.25473989999995,3100 S Douglas Rd,Coral Gables Hospital,Short Term Acute Care Hospital,Coral Gables,FL
784,12086,Florida,25.88571170000006,-80.32643919999998,2001 W 68th St,Palmetto General Hospital,Short Term Acute Care Hospital,Hialeah,FL
785,12086,Florida,25.47922690000007,-80.43047519999999,975 Baptist Way,Homestead Hospital,Short Term Acute Care Hospital,Homestead,FL
786,12086,Florida,25.70350490000004,-80.29379779999994,6200 Sw 73rd St,South Miami Hospital,Short Term Acute Care Hospital,Miami,FL
787,12086,Florida,25.96997760000005,-80.14538019999998,20900 Biscayne Blvd,Aventura Hospital and Medical Center,Short Term Acute Care Hospital,Aventura,FL
788,12086,Florida,25.72429380000005,-80.27422089999999,5000 University Dr,Doctors Hospital,Short Term Acute Care Hospital,Coral Gables,FL
789,12086,Florida,25.791499800000054,-80.21629239999999,1201 Nw 16th St,Miami VA Healthcare System - Bruce W Carter VA Medical Center,VA Hospital,Miami,FL
790,12086,Florida,25.747314,-80.31765469999993,2500 Sw 75th Ave,Westchester General Hospital,Short Term Acute Care Hospital,Miami,FL
791,12086,Florida,25.82286780000004,-80.19243169999999,5200 Ne 2nd Ave,Douglas Gardens Hospital (AKA Miami Jewish Health Systems),Short Term Acute Care Hospital,Miami,FL
792,12087,Florida,24.580866800000024,-81.74255059999996,5900 College Rd,Lower Keys Medical Center,Short Term Acute Care Hospital,Key West,FL
793,12087,Florida,25.005957500000022,-80.52203459999998,91500 Overseas Hwy,Mariners Hospital,Critical Access Hospital,Tavernier,FL
794,12087,Florida,24.71020050000004,-81.09472669999997,3301 Overseas Hwy,Fishermens Community Hospital,Critical Access Hospital,Marathon,FL
795,12089,Florida,30.653144300000065,-81.44858439999996,1250 S 18th St,Baptist Medical Center Nassau,Short Term Acute Care Hospital,Fernandina Beach,FL
796,12091,Florida,30.735438100000067,-86.56231189999994,151 E Redstone Ave,North Okaloosa Medical Center,Short Term Acute Care Hospital,Crestview,FL
797,12091,Florida,30.45459770000008,-86.63353319999999,1000 Mar Walt Dr,Fort Walton Beach Medical Center,Short Term Acute Care Hospital,Fort Walton Beach,FL
798,12091,Florida,30.53354390000004,-86.49558459999997,2190 Highway 85 N,Twin Cities Hospital,Short Term Acute Care Hospital,Niceville,FL
799,12093,Florida,27.259774,-80.82848909999996,1796 US Highway 441 N,Raulerson Hospital,Short Term Acute Care Hospital,Okeechobee,FL
800,12095,Florida,28.52652470000004,-81.37760519999995,52 W Underwood St,Orlando Health Orlando Regional Medical Center,Short Term Acute Care Hospital,Orlando,FL
801,12095,Florida,28.574469900000054,-81.36954149999997,601 E Rollins St,AdventHealth Orlando (FKA Florida Hospital Orlando),Short Term Acute Care Hospital,Orlando,FL
802,12095,Florida,28.54983610000005,-81.52765759999994,10000 W Colonial Dr,Orlando Health - Health Central Hospital,Short Term Acute Care Hospital,Ocoee,FL
803,12097,Florida,28.29962310000008,-81.40973249999996,700 W Oak St,Osceola Regional Medical Center,Short Term Acute Care Hospital,Kissimmee,FL
804,12097,Florida,28.243114,-81.302787,2906 17th St,Orlando Health St Cloud Hospital (FKA St Cloud Regional Medical Center),Short Term Acute Care Hospital,Saint Cloud,FL
805,12099,Florida,26.437005800000065,-80.12767969999999,5352 Linton Blvd,Delray Medical Center,Short Term Acute Care Hospital,Delray Beach,FL
806,12099,Florida,26.82695970000003,-80.10567979999996,7305 N Military Trl,West Palm Beach VA Medical Center,VA Hospital,West Palm Beach,FL
807,12099,Florida,26.724889200000064,-80.05218259999998,1309 N Flagler Dr,Good Samaritan Medical Center,Short Term Acute Care Hospital,West Palm Beach,FL
808,12099,Florida,26.75580580000008,-80.062508,901 45th St,St Marys Medical Center,Short Term Acute Care Hospital,West Palm Beach,FL
809,12099,Florida,26.652301400000056,-80.20504059999996,10101 Forest Hill Blvd,Wellington Regional Medical Center,Short Term Acute Care Hospital,Wellington,FL
810,12099,Florida,26.3545,-80.2032,21644 State Road 7,West Boca Medical Center,Short Term Acute Care Hospital,Boca Raton,FL
811,12099,Florida,26.684219400000075,-80.25203549999998,13001 Southern Blvd,Palms West Hospital,Short Term Acute Care Hospital,Loxahatchee,FL
812,12099,Florida,26.724190300000032,-80.671271,39200 Hooker Hwy,Lakeside Medical Center,Short Term Acute Care Hospital,Belle Glade,FL
813,12099,Florida,26.358578300000037,-80.1022013,800 Meadows Rd,Boca Raton Regional Hospital,Short Term Acute Care Hospital,Boca Raton,FL
814,12099,Florida,26.82945670000004,-80.08684089999997,3360 Burns Rd,Palm Beach Gardens Medical Center,Short Term Acute Care Hospital,Palm Beach Gardens,FL
815,12099,Florida,26.92258590000006,-80.09646679999997,1210 S Old Dixie Hwy,Jupiter Medical Center,Short Term Acute Care Hospital,Jupiter,FL
816,12099,Florida,26.761936800000058,-80.08761229999999,2201 45th St,JFK Medical Center North Campus (FKA West Palm Hospital),Short Term Acute Care Hospital,West Palm Beach,FL
817,12099,Florida,26.50461960000007,-80.06976609999998,2815 S Seacrest Blvd,Bethesda Hospital East (FKA Bethesda Memorial Hospital),Short Term Acute Care Hospital,Boynton Beach,FL
818,12099,Florida,26.598604600000044,-80.09153879999997,5301 S Congress Ave,JFK Medical Center,Short Term Acute Care Hospital,Atlantis,FL
819,12101,Florida,28.26093,-82.18801489999998,7050 Gall Blvd,AdventHealth Zephyrhills (FKA Florida Hospital Zephyrhills),Short Term Acute Care Hospital,Zephyrhills,FL
820,12101,Florida,28.254315,-82.714474,6600 Madison St,Morton Plant North Bay Hospital,Short Term Acute Care Hospital,New Port Richey,FL
821,12101,Florida,28.203797,-82.65982729999996,9330 State Road 54,Medical Center of Trinity (FKA Community Hospital),Short Term Acute Care Hospital,Trinity,FL
822,12101,Florida,28.347899400000077,-82.20135079999994,13100 Fort King Rd,AdventHealth Dade City (FKA Florida Hospital Dade City),Short Term Acute Care Hospital,Dade City,FL
823,12101,Florida,28.36125030000005,-82.68818339999996,14000 Fivay Rd,Regional Medical Center Bayonet Point,Short Term Acute Care Hospital,Hudson,FL
824,12103,Florida,28.038029400000028,-82.70759379999998,3231 Mcmullen Booth Rd,Mease Countryside Hospital,Short Term Acute Care Hospital,Safety Harbor,FL
825,12103,Florida,27.825340700000027,-82.702445,6000 49th St N,Northside Hospital,Short Term Acute Care Hospital,St Petersburg,FL
826,12103,Florida,27.915014900000077,-82.80363729999993,201 14th St Sw,Largo Medical Center,Short Term Acute Care Hospital,Largo,FL
827,12103,Florida,27.815581200000054,-82.72010039999998,6500 38th Ave N,St Petersburg General Hospital,Short Term Acute Care Hospital,Kenneth City,FL
828,12103,Florida,27.752612,-82.73968719999993,1501 Pasadena Ave S,Palms of Pasadena Hospital,Short Term Acute Care Hospital,South Pasadena,FL
829,12103,Florida,27.95335680000005,-82.80287189999996,300 Pinellas St,Morton Plant Hospital,Short Term Acute Care Hospital,Clearwater,FL
